Start Time, 2026-04-19 00:00:00
End Time, 2026-04-25 23:59:59
AdGroup ID,AdGroup Name,Campaign ID,Campaign Name,Query,Views,Clicks,Average CPC,Click Through Rate in %, Direct Units Sold,Indirect Units Sold,Direct Conversion Rate in %,Indirect Conversion Rate in %,Direct Revenue,Indirect Revenue,ROI,SUM(cost)
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,babyhug waterproof nappy,40,1,1.4300,2.5000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1.4300
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,baby boy langoti,40,1,1.4300,2.5000,1,0,100.0000,0.0000,492.0000,0.0000,344.0559,1.4300
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,lagoti baby girl,40,1,1.4300,2.5000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1.4300
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,cloth nappy for baby,39,1,1.4300,2.5641,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1.4300
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,baby padded langot,39,0,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,velcro langot,38,0,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,new born baby padded nappies,38,0,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,new born baby,37,0,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,waterproof baby diaper,37,1,1.4300,2.7027,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1.4300
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,super bottom dry free langot for baby,34,1,1.4300,2.9412,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1.4300
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,baby dry feel langot,33,3,1.4300,9.0909,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,4.2900
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,clothes,33,1,1.4300,3.0303,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1.4300
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,cloth diaper for baby,32,2,1.4300,6.2500,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,2.8600
2KGIIBZ6DGIH,Diaper & Potty Training,BOAELWNUEF5B,PLA_Campaign-2026-04-18-Langot,new born baby nappy,32,0,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
